,Country,EdLevel,YearsCodePro,ConvertedCompYearly
3056,United States of America,Bachelors,12,150000
3057,France,Bachelors,4,61616
3058,Other,Bachelors,7,35028
3059,Poland,Bachelors,5,36444
3060,Other,Bachelors,11,180000
3061,United Kingdom,No bachelors,2,77556
3062,Russia,Bachelors,7,42000
3063,Other,Bachelors,3,25944
3064,Netherlands,Bachelors,26,64860
3065,Brazil,Bachelors,2,19236
3066,Germany,Bachelors,5,78371
3067,Switzerland,Bachelors,7,104393
3068,United States of America,Bachelors,4,120000
3069,Other,Bachelors,1,14916
3070,Germany,No bachelors,15,97288
3071,Netherlands,Bachelors,7,50157
3072,United States of America,Bachelors,10,140000
3073,United States of America,No bachelors,4,69800
3074,India,Bachelors,5,64224
3075,United States of America,Bachelors,4,85000
3076,United States of America,Post-grad,45,160000
3077,Canada,No bachelors,4,68068
3078,United Kingdom,Bachelors,2,155111
3079,United Kingdom,Bachelors,8,71093
3080,United Kingdom,Post-grad,9,209400
3081,Other,No bachelors,15,153948
3082,India,Bachelors,4,65620
3083,United States of America,Bachelors,5,120000
3084,United States of America,Bachelors,13,155000
3085,United Kingdom,Bachelors,21,109871
3086,Canada,No bachelors,9,94539
3087,United States of America,Bachelors,2,200000
3088,Canada,No bachelors,8,90758
3089,United Kingdom,Bachelors,1,32315
3090,Sweden,No bachelors,10,92052
3091,Poland,Bachelors,5,36444
3092,Canada,No bachelors,10,69581
3093,United States of America,No bachelors,10,135000
3094,United States of America,No bachelors,15,120000
3095,United States of America,No bachelors,10,225000
3096,United States of America,No bachelors,21,130000
3097,Germany,Bachelors,19,85397
3098,United States of America,Bachelors,4,54000
3099,United States of America,Bachelors,0.5,50000
3100,Canada,No bachelors,29,80000
3101,Poland,No bachelors,4,63792
3102,Other,Post-grad,15,49368
3103,France,Bachelors,3,22704
3104,Other,No bachelors,10,43104
3105,Germany,No bachelors,5,57072
3106,United States of America,Bachelors,34,120000
3107,Germany,No bachelors,3,69183
3108,Sweden,No bachelors,6,46020
3109,Other,Bachelors,2,12924
3110,United States of America,No bachelors,3,130000
3111,France,No bachelors,6,49725
3112,United States of America,No bachelors,36,160000
3113,Poland,No bachelors,5,18228
3114,Italy,No bachelors,1,24322
3115,United Kingdom,Bachelors,10,99530
3116,United States of America,Bachelors,14,77830
3117,Canada,No bachelors,10,105884
3118,Netherlands,Bachelors,2,45396
3119,Canada,Bachelors,11,87732
3120,United States of America,Bachelors,8,142000
3121,Russia,No bachelors,9,30384
3122,United States of America,Bachelors,2,80000
3123,Other,Bachelors,5,102384
3124,United Kingdom,No bachelors,7,106639
3125,Other,No bachelors,8,23940
3126,Russia,No bachelors,4,37752
3127,United States of America,No bachelors,8,78000
3128,Other,Bachelors,4,95835
3129,Other,Bachelors,13,51600
3130,United States of America,No bachelors,21,185000
3131,United States of America,Bachelors,12,100000
3132,Spain,Bachelors,5,43239
3133,United Kingdom,No bachelors,1,186132
3134,Other,No bachelors,12,52390
3135,United States of America,Bachelors,6,75000
3136,United States of America,Bachelors,13,132000
3137,United States of America,Bachelors,4,230000
3138,Israel,Bachelors,30,31524
3139,Germany,Bachelors,5,70264
3140,Canada,Bachelors,2,45379
3141,United Kingdom,Bachelors,11,60106
3142,United Kingdom,Post-grad,28,65922
3143,United States of America,Bachelors,3,86000
3144,United Kingdom,No bachelors,15,67215
3145,Brazil,Bachelors,20,41691
3146,Other,No bachelors,3,24000
3147,Netherlands,No bachelors,5,75452
3148,United States of America,Bachelors,4,45000
3149,Other,No bachelors,2,19248
3150,Switzerland,No bachelors,7,147391
3151,United States of America,Bachelors,3,150000
3152,United Kingdom,No bachelors,1,32315
3153,United States of America,No bachelors,4,86000
3154,Canada,Bachelors,7,71850
3155,United States of America,Bachelors,2,215000
3156,United States of America,No bachelors,5,150000
3157,Other,Bachelors,15,71340
3158,Other,Bachelors,6,17316
3159,United States of America,Bachelors,3,105000
3160,United States of America,Bachelors,5,100000
3161,Germany,Bachelors,10,70044
3162,United Kingdom,Bachelors,7,45887
3163,United States of America,Post-grad,44,98000
3164,United States of America,Bachelors,4,100000
3165,Other,Bachelors,10,30804
3166,United States of America,Bachelors,6,95000
3167,Brazil,Bachelors,31,21996
3168,United States of America,Bachelors,15,160000
3169,Brazil,No bachelors,4,19236
3170,United States of America,Bachelors,3,150000
3171,Netherlands,No bachelors,11,97288
3172,United Kingdom,Bachelors,3,65922
3173,Canada,Bachelors,27,51429
3174,Norway,No bachelors,1,64737
3175,United States of America,Bachelors,9,170000
3176,India,Bachelors,2,13445
3177,France,No bachelors,0.5,25944
3178,United States of America,Bachelors,3,62000
3179,United States of America,Bachelors,4,109200
3180,Other,Bachelors,4,44508
3181,Germany,Bachelors,8,75669
3182,United Kingdom,No bachelors,17,27924
3183,Other,Bachelors,5,59454
3184,United Kingdom,Bachelors,7,44595
3185,Poland,No bachelors,5,26724
3186,Other,Bachelors,5,51112
3187,United Kingdom,No bachelors,4,103408
3188,Germany,No bachelors,13,81074
3189,United Kingdom,No bachelors,3,36193
3190,Switzerland,No bachelors,5,81319
3191,Other,Bachelors,5,30000
3192,United Kingdom,No bachelors,10,77556
3193,United States of America,Bachelors,8,125000
3194,United Kingdom,No bachelors,5,41363
3195,United States of America,Bachelors,21,180000
3196,United States of America,No bachelors,2,90000
3197,Other,Bachelors,21,64860
3198,United States of America,No bachelors,10,115200
3199,United States of America,No bachelors,0.5,47000
3200,United States of America,Bachelors,4,140000
3201,Brazil,No bachelors,6,10992
3202,Other,No bachelors,11,84672
3203,Netherlands,No bachelors,12,51888
3204,United States of America,Bachelors,4,108000
3205,Canada,No bachelors,20,75631
3206,United States of America,Bachelors,3,250000
3207,Turkey,Bachelors,2,13812
3208,Other,No bachelors,18,68400
3209,United States of America,No bachelors,5,70000
3210,Canada,Bachelors,10,52186
3211,United Kingdom,Bachelors,1,84019
3212,United States of America,No bachelors,4,98000
3213,United States of America,No bachelors,5,160000
3214,United States of America,Bachelors,23,108000
3215,Other,No bachelors,2,11544
3216,United States of America,Bachelors,5,174000
3217,Germany,No bachelors,20,90802
3218,Other,No bachelors,5,86838
3219,United States of America,Post-grad,30,150000
3220,Canada,No bachelors,4,52942
3221,Other,Post-grad,5,97260
3222,Other,No bachelors,3,36000
3223,Netherlands,Bachelors,12,77832
3224,Sweden,No bachelors,3,43200
3225,Other,No bachelors,8,64751
3226,United Kingdom,No bachelors,4,183750
3227,India,Bachelors,5,10056
3228,Germany,No bachelors,5,64859
3229,United States of America,Bachelors,3,230000
3230,Poland,No bachelors,2,26724
3231,United States of America,Bachelors,5,45000
3232,United Kingdom,Bachelors,19,106639
3233,Germany,No bachelors,24,51887
3234,United States of America,Bachelors,17,155000
3235,Brazil,No bachelors,6,57600
3236,United States of America,Bachelors,12,156000
3237,United States of America,No bachelors,13,200000
3238,Norway,No bachelors,14,86316
3239,Sweden,No bachelors,3,50316
3240,United States of America,No bachelors,13,110000
3241,Russia,No bachelors,8,43404
3242,Russia,No bachelors,4,30192
3243,Germany,No bachelors,2,60535
3244,Canada,Bachelors,3,45379
3245,Germany,No bachelors,18,67453
3246,United Kingdom,Bachelors,19,87250
3247,United States of America,Bachelors,3,85000
3248,Poland,No bachelors,4,42528
3249,Other,Post-grad,6,88640
3250,France,No bachelors,4,43239
3251,Netherlands,Bachelors,16,98369
3252,Russia,No bachelors,14,47184
3253,Canada,Bachelors,14,71850
3254,United States of America,Bachelors,9,110000
3255,United States of America,Bachelors,3,203660
3256,United States of America,Bachelors,9,123000
3257,Poland,Bachelors,7,43031
3258,Other,No bachelors,6,31344
3259,United States of America,No bachelors,3,250000
3260,United States of America,Bachelors,9,95000
3261,United States of America,No bachelors,18,180000
3262,Other,Bachelors,2,31945
3263,United States of America,No bachelors,5,75000
3264,Canada,Bachelors,10,64287
3265,United States of America,No bachelors,10,98000
3266,United Kingdom,No bachelors,6,193889
3267,United States of America,No bachelors,1,150000
3268,Brazil,No bachelors,3,12096
3269,Netherlands,No bachelors,3,47563
3270,Spain,Bachelors,10,64859
3271,Switzerland,Bachelors,14,81319
3272,Other,Bachelors,5,18156
3273,Italy,No bachelors,1,25944
3274,France,Bachelors,3,33732
3275,France,No bachelors,1,33732
3276,Russia,Bachelors,3,37752
3277,Canada,No bachelors,13,81682
3278,Other,Bachelors,8,73272
3279,Norway,Bachelors,2,58264
3280,Norway,Bachelors,3,67332
3281,Turkey,Bachelors,5,24660
3282,United Kingdom,Bachelors,6,92420
3283,Other,No bachelors,25,54480
3284,United States of America,No bachelors,6,112000
3285,United States of America,Post-grad,2,185500
3286,Poland,Bachelors,14,39492
3287,Brazil,No bachelors,3,10995
3288,Other,Bachelors,3,24000
3289,United States of America,No bachelors,30,230000
3290,United States of America,No bachelors,2,60000
3291,United States of America,Bachelors,4,108964
3292,United States of America,Bachelors,22,230000
3293,Other,No bachelors,21,58728
3294,Norway,Bachelors,1,62698
3295,United States of America,Bachelors,2,35000
3296,United Kingdom,No bachelors,8,68249
3297,United States of America,No bachelors,4,105000
3298,United States of America,Bachelors,2,42000
3299,Other,Bachelors,2,34692
3300,Poland,No bachelors,1,24300
3301,France,No bachelors,2,40537
3302,United States of America,Bachelors,11,182000
3303,United States of America,No bachelors,2,65000
3304,United States of America,Bachelors,9,116000
3305,Other,No bachelors,2,43728
3306,United States of America,Bachelors,13,175000
3307,United States of America,Post-grad,11,58000
3308,Other,Post-grad,40,162147
3309,Australia,Bachelors,11,80172
3310,United States of America,No bachelors,5,80000
3311,Other,Bachelors,3,45396
3312,Norway,No bachelors,10,53948
3313,United States of America,Bachelors,2,70000
3314,United States of America,No bachelors,4,110000
3315,Netherlands,Bachelors,3,41124
3316,Other,No bachelors,5,48000
3317,India,Bachelors,0.5,36300
3318,Russia,No bachelors,4,26424
3319,United States of America,No bachelors,17,200000
3320,Other,Bachelors,10,65940
3321,Other,Bachelors,2,11640
3322,Germany,No bachelors,4,102693
3323,Sweden,Bachelors,4,42960
3324,Germany,Bachelors,13,64643
3325,United States of America,Bachelors,5,63000
3326,Russia,Bachelors,7,62280
3327,Brazil,Bachelors,6,200000
3328,United States of America,Bachelors,1,78000
3329,Turkey,Bachelors,9,26628
3330,France,No bachelors,13,81074
3331,Brazil,Bachelors,9,24744
3332,Germany,Bachelors,4,53509
3333,Other,Bachelors,6,50160
3334,Brazil,Bachelors,4,21996
3335,United States of America,No bachelors,3,80000
3336,United States of America,Bachelors,2,36000
3337,India,Bachelors,4,39093
3338,Germany,Bachelors,5,75669
3339,United Kingdom,Bachelors,1,59459
3340,United States of America,Bachelors,14,135000
3341,Poland,No bachelors,9,30372
3342,United States of America,Bachelors,6,98000
3343,Other,Bachelors,9,51112
3344,United Kingdom,No bachelors,0.5,93067
3345,United States of America,Bachelors,3,90000
3346,United States of America,No bachelors,7,80000
3347,Other,No bachelors,12,19896
3348,Norway,No bachelors,4,68837
3349,United States of America,No bachelors,18,144000
3350,United States of America,Bachelors,7,110000
3351,United States of America,Bachelors,9,200000
3352,Russia,Bachelors,9,49068
3353,Other,Bachelors,2,14184
3354,Russia,No bachelors,7,47184
3355,United Kingdom,Bachelors,3,155111
3356,United Kingdom,No bachelors,5,36193
3357,France,Post-grad,8,73507
3358,Other,No bachelors,3,20820
3359,Netherlands,Bachelors,8,75669
3360,Germany,No bachelors,10,84316
3361,United Kingdom,No bachelors,5,51704
3362,United States of America,Bachelors,11,225000
3363,United States of America,Bachelors,5,125000
3364,United Kingdom,Bachelors,6,84019
3365,Russia,Bachelors,5,28308
3366,Germany,Bachelors,4,64860
3367,France,No bachelors,10,70264
3368,Canada,No bachelors,3,75631
3369,United States of America,Bachelors,6,112000
3370,United States of America,Bachelors,0.5,100000
3371,Canada,No bachelors,3,60505
3372,United States of America,Bachelors,5,88000
3373,Canada,Post-grad,5,98321
3374,Other,No bachelors,20,40872
3375,Russia,No bachelors,12,94366
3376,United States of America,Bachelors,5,100000
3377,Canada,No bachelors,7,59749
3378,United States of America,No bachelors,21,85000
3379,United States of America,Bachelors,5,127500
3380,Germany,Bachelors,4,46482
3381,Australia,Bachelors,5,40080
3382,France,Bachelors,9,58373
3383,France,No bachelors,11,124300
3384,Other,Bachelors,10,89364
3385,France,Bachelors,5,18156
3386,United Kingdom,Bachelors,3,148648
3387,Other,No bachelors,15,89508
3388,Spain,Bachelors,4,121070
3389,Turkey,No bachelors,12,31560
3390,Russia,Bachelors,4,30768
3391,United States of America,Bachelors,7,165000
3392,United Kingdom,Bachelors,4,48472
3393,France,No bachelors,11,77831
3394,United States of America,No bachelors,10,100000
3395,United States of America,Bachelors,4,79000
3396,United States of America,Bachelors,5,112500
3397,Germany,Bachelors,12,84316
3398,United States of America,No bachelors,14,79139
3399,United Kingdom,Bachelors,34,139600
3400,United States of America,Bachelors,22,170000
3401,Other,No bachelors,2,78156
3402,United States of America,Bachelors,18,214000
3403,United States of America,No bachelors,2,50000
3404,Poland,No bachelors,2,28860
3405,Other,Bachelors,15,60000
3406,United States of America,No bachelors,5,95000
3407,Germany,No bachelors,3,67021
3408,India,Bachelors,5,20943
3409,Poland,No bachelors,10,56196
3410,Netherlands,Bachelors,14,54480
3411,Other,No bachelors,6,70264
3412,France,Bachelors,4,41077
3413,Australia,Bachelors,2,56788
3414,France,No bachelors,5,50728
3415,Turkey,Bachelors,12,49308
3416,Germany,No bachelors,2,64859
3417,United States of America,Bachelors,4,162500
3418,United States of America,No bachelors,20,150000
3419,United States of America,Bachelors,6,165000
3420,United States of America,Bachelors,25,122500
3421,United States of America,No bachelors,3,90000
3422,Brazil,No bachelors,2,10440
3423,Brazil,Bachelors,4,15120
3424,United Kingdom,Bachelors,10,51704
3425,United States of America,Bachelors,4,125000
3426,Other,Bachelors,3,40332
3427,United States of America,Bachelors,5,69000
3428,Other,No bachelors,10,29736
3429,Germany,Bachelors,5,48000
3430,United States of America,Bachelors,6,250000
3431,United Kingdom,Bachelors,9,232667
3432,Italy,No bachelors,2,43239
3433,Other,Bachelors,18,77946
3434,United States of America,No bachelors,11,150000
3435,Other,No bachelors,2,15564
3436,United Kingdom,No bachelors,7,64630
3437,Sweden,No bachelors,20,56460
3438,Other,No bachelors,22,81722
3439,United States of America,No bachelors,5,47000
3440,United States of America,No bachelors,4,140000
3441,United Kingdom,Bachelors,21,71093
3442,United States of America,Bachelors,4,48916
3443,United States of America,Bachelors,3,185515
3444,Netherlands,No bachelors,6,51347
3445,United States of America,Bachelors,25,208000
3446,Other,No bachelors,14,17412
3447,Brazil,Bachelors,5,13740
3448,Switzerland,Bachelors,4,86402
3449,United States of America,No bachelors,2,50000
